Title,Price,Price_Text,Rating,Availability,URL,Image_URL,Scraped_Date,Source
Sophie's World,15.94,£15.94,5,In stock,https://books.toscrape.com/sophies-world_966/index.html,https://books.toscrape.com/media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Penny Maybe,33.29,£33.29,3,In stock,https://books.toscrape.com/penny-maybe_965/index.html,https://books.toscrape.com/media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Maude (1883-1993):She Grew Up with the country,18.02,£18.02,2,In stock,https://books.toscrape.com/maude-1883-1993she-grew-up-with-the-country_964/index.html,https://books.toscrape.com/media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"In a Dark, Dark Wood",19.63,£19.63,1,In stock,https://books.toscrape.com/in-a-dark-dark-wood_963/index.html,https://books.toscrape.com/media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Behind Closed Doors,52.22,£52.22,4,In stock,https://books.toscrape.com/behind-closed-doors_962/index.html,https://books.toscrape.com/media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
You can't bury them all: Poems,33.63,£33.63,2,In stock,https://books.toscrape.com/you-cant-bury-them-all-poems_961/index.html,https://books.toscrape.com/media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Slow States of Collapse: Poems,57.31,£57.31,3,In stock,https://books.toscrape.com/slow-states-of-collapse-poems_960/index.html,https://books.toscrape.com/media/cache/72/41/72417db983862010ef0c1a25de98c7d7.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Reasons to Stay Alive,26.41,£26.41,2,In stock,https://books.toscrape.com/reasons-to-stay-alive_959/index.html,https://books.toscrape.com/media/cache/cb/bd/cbbdb0222ee8a0f6ab61657412a15794.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Private Paris (Private #10),47.61,£47.61,5,In stock,https://books.toscrape.com/private-paris-private-10_958/index.html,https://books.toscrape.com/media/cache/9d/05/9d0533bae1578846d728a82913b95c26.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,£23.11,5,In stock,https://books.toscrape.com/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,https://books.toscrape.com/media/cache/9c/46/9c463c7631c82401160fd3b554b8f0e1.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Without Borders (Wanderlove #1),45.07,£45.07,2,In stock,https://books.toscrape.com/without-borders-wanderlove-1_956/index.html,https://books.toscrape.com/media/cache/24/e2/24e2f5c9d325c4004d8190c054da86dd.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
When We Collided,31.77,£31.77,1,In stock,https://books.toscrape.com/when-we-collided_955/index.html,https://books.toscrape.com/media/cache/08/04/08044269fc197645268a6197c57e6173.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"We Love You, Charlie Freeman",50.27,£50.27,5,In stock,https://books.toscrape.com/we-love-you-charlie-freeman_954/index.html,https://books.toscrape.com/media/cache/5f/15/5f152afdbc42356ecba02f61058a7e5b.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Untitled Collection: Sabbath Poems 2014,14.27,£14.27,4,In stock,https://books.toscrape.com/untitled-collection-sabbath-poems-2014_953/index.html,https://books.toscrape.com/media/cache/f9/3b/f93b4a650f03a5d21f2436d7813f42c2.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,£44.18,4,In stock,https://books.toscrape.com/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,https://books.toscrape.com/media/cache/41/a2/41a20f35adf0caea24f208dc01ad7681.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Unicorn Tracks,18.78,£18.78,3,In stock,https://books.toscrape.com/unicorn-tracks_951/index.html,https://books.toscrape.com/media/cache/76/8e/768ea5924ac1ef6297c2be9959c796c2.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,£25.52,1,In stock,https://books.toscrape.com/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,https://books.toscrape.com/media/cache/4a/3b/4a3b055f9e378a95fedbef55e7bab7ce.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),16.28,£16.28,1,In stock,https://books.toscrape.com/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,https://books.toscrape.com/media/cache/36/df/36df4caaf1420b1183a8235355d39e69.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,£31.12,3,In stock,https://books.toscrape.com/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,https://books.toscrape.com/media/cache/03/86/038650c9e7517b4baf2a423cd8eed38f.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
This One Summer,19.49,£19.49,4,In stock,https://books.toscrape.com/this-one-summer_947/index.html,https://books.toscrape.com/media/cache/c4/dd/c4ddd9ced89966b0602ec85e00cd5b61.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Thirst,17.27,£17.27,5,In stock,https://books.toscrape.com/thirst_946/index.html,https://books.toscrape.com/media/cache/c4/0a/c40a64f59e7487b1a80a049f6ceb2ba5.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Torch Is Passed: A Harding Family Story,19.09,£19.09,1,In stock,https://books.toscrape.com/the-torch-is-passed-a-harding-family-story_945/index.html,https://books.toscrape.com/media/cache/33/e5/33e507172541628acfd421503196b578.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Secret of Dreadwillow Carse,56.13,£56.13,1,In stock,https://books.toscrape.com/the-secret-of-dreadwillow-carse_944/index.html,https://books.toscrape.com/media/cache/c4/a2/c4a2a1a026c67bcceb5a411c724d7d0c.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,£56.41,1,In stock,https://books.toscrape.com/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,https://books.toscrape.com/media/cache/b7/f4/b7f4843dbe062d44be1ffcfa16b2faa4.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Past Never Ends,56.5,£56.50,4,In stock,https://books.toscrape.com/the-past-never-ends_942/index.html,https://books.toscrape.com/media/cache/89/b8/89b850edb01851a91f64ba114b96acb6.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Natural History of Us (The Fine Art of Pretending #2),45.22,£45.22,3,In stock,https://books.toscrape.com/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,https://books.toscrape.com/media/cache/5d/7f/5d7f496cdf5e5962a73ecdcc1505c1d5.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Nameless City (The Nameless City #1),38.16,£38.16,4,In stock,https://books.toscrape.com/the-nameless-city-the-nameless-city-1_940/index.html,https://books.toscrape.com/media/cache/f4/79/f479de5f305c2ac0512702cf7155bb74.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Murder That Never Was (Forensic Instincts #5),54.11,£54.11,3,In stock,https://books.toscrape.com/the-murder-that-never-was-forensic-instincts-5_939/index.html,https://books.toscrape.com/media/cache/dc/44/dc44f8e2aebac48ca8553814d9b021a8.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,£42.96,4,In stock,https://books.toscrape.com/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,https://books.toscrape.com/media/cache/d4/8d/d48d5122a15347e9fe2b15ad354d69bf.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,£23.89,4,In stock,https://books.toscrape.com/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,https://books.toscrape.com/media/cache/f8/6d/f86d08178e3788563ac17be5aefd29f0.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16.77,£16.77,3,In stock,https://books.toscrape.com/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,https://books.toscrape.com/media/cache/95/64/95647d6a526bf54120b9445e124794e1.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,£20.59,5,In stock,https://books.toscrape.com/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,https://books.toscrape.com/media/cache/75/dc/75dce2f5949b407161f37f0af249b018.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,£37.13,1,In stock,https://books.toscrape.com/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,https://books.toscrape.com/media/cache/64/15/641570cd7e7aded53c7d33d78a9629f1.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,£56.06,1,In stock,https://books.toscrape.com/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,https://books.toscrape.com/media/cache/2e/23/2e236e23ad52aa74505f224f6552eda8.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Death of Humanity: and the Case for Life,58.11,£58.11,4,In stock,https://books.toscrape.com/the-death-of-humanity-and-the-case-for-life_932/index.html,https://books.toscrape.com/media/cache/71/df/71df730cf38c232ee58a2e407135f055.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,£49.05,3,In stock,https://books.toscrape.com/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,https://books.toscrape.com/media/cache/ee/3e/ee3e219d23e73ba71c79b700f183aaed.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Art Forger,40.76,£40.76,3,In stock,https://books.toscrape.com/the-art-forger_930/index.html,https://books.toscrape.com/media/cache/70/fa/70fa6c0437d9c97dbeada6bd32bf9d2c.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,£19.73,1,In stock,https://books.toscrape.com/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,https://books.toscrape.com/media/cache/2d/4e/2d4e358712e6c9f1d3bdd78d1a16e5a8.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,£32.24,5,In stock,https://books.toscrape.com/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,https://books.toscrape.com/media/cache/96/db/96db61bb53930c560fb4c1c62b583816.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,£41.83,4,In stock,https://books.toscrape.com/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,https://books.toscrape.com/media/cache/f3/4f/f34ffb24cc21c9f9f52dad4fd8f3ac21.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Soul Reader,39.58,£39.58,2,In stock,https://books.toscrape.com/soul-reader_926/index.html,https://books.toscrape.com/media/cache/69/85/69852567cf97264a1442cbc882c84903.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Security,39.25,£39.25,2,In stock,https://books.toscrape.com/security_925/index.html,https://books.toscrape.com/media/cache/da/df/dadfac66a89774b46b10225362724c83.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,£25.02,3,In stock,https://books.toscrape.com/saga-volume-6-saga-collected-editions-6_924/index.html,https://books.toscrape.com/media/cache/43/ae/43aee83ebb31e2122a7215e413770e5c.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"Saga, Volume 5 (Saga (Collected Editions) #5)",51.04,£51.04,2,In stock,https://books.toscrape.com/saga-volume-5-saga-collected-editions-5_923/index.html,https://books.toscrape.com/media/cache/e1/ea/e1ea6cb36e62ae6dc7b805f68ab9a700.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Reskilling America: Learning to Labor in the Twenty-First Century,19.83,£19.83,2,In stock,https://books.toscrape.com/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,https://books.toscrape.com/media/cache/97/f8/97f8debeeaaece9603267653076e760f.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",50.4,£50.40,3,In stock,https://books.toscrape.com/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,https://books.toscrape.com/media/cache/f3/ef/f3efd43ae0fa85d9b325d5e8783e7af5.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",13.61,£13.61,5,In stock,https://books.toscrape.com/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,https://books.toscrape.com/media/cache/78/0b/780b2c28122750c2c383846155815bf7.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Princess Between Worlds (Wide-Awake Princess #5),13.34,£13.34,5,In stock,https://books.toscrape.com/princess-between-worlds-wide-awake-princess-5_919/index.html,https://books.toscrape.com/media/cache/b7/e8/b7e84b78be3d9bb79b71156a5e5d4e42.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"Pop Gun War, Volume 1: Gift",18.97,£18.97,1,In stock,https://books.toscrape.com/pop-gun-war-volume-1-gift_918/index.html,https://books.toscrape.com/media/cache/c8/2f/c82f629a31b3f47bdb17ac14aa51076d.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,£36.28,2,In stock,https://books.toscrape.com/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,https://books.toscrape.com/media/cache/64/44/6444dacdcb9edaadbbd691524622aeb8.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Patience,10.16,£10.16,3,In stock,https://books.toscrape.com/patience_916/index.html,https://books.toscrape.com/media/cache/01/72/01726c619a05114dca75bd840095016d.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",15.44,£15.44,4,In stock,https://books.toscrape.com/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,https://books.toscrape.com/media/cache/cb/00/cb004189f548d75ad430d3ed19e6daa9.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
orange: The Complete Collection 1 (orange: The Complete Collection #1),48.41,£48.41,1,In stock,https://books.toscrape.com/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,https://books.toscrape.com/media/cache/03/88/03886a8502ca54dbce0d91c2568ab69d.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,£46.35,1,In stock,https://books.toscrape.com/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,https://books.toscrape.com/media/cache/ea/9b/ea9b2cb8abbb317402e618445bade1e1.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
On a Midnight Clear,14.07,£14.07,3,In stock,https://books.toscrape.com/on-a-midnight-clear_912/index.html,https://books.toscrape.com/media/cache/a1/14/a114d70e7babf110ba42a389078e9a45.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Obsidian (Lux #1),14.86,£14.86,2,In stock,https://books.toscrape.com/obsidian-lux-1_911/index.html,https://books.toscrape.com/media/cache/fc/72/fc72f158554b4b4164701e1dfa1153c7.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
My Paris Kitchen: Recipes and Stories,33.37,£33.37,2,In stock,https://books.toscrape.com/my-paris-kitchen-recipes-and-stories_910/index.html,https://books.toscrape.com/media/cache/f5/65/f565af3d9dd20a1ad72a1e7c4157387d.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
Masks and Shadows,56.4,£56.40,2,In stock,https://books.toscrape.com/masks-and-shadows_909/index.html,https://books.toscrape.com/media/cache/ff/e8/ffe81bf98f8386ef29e193abfb6f9c1e.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,£14.02,4,In stock,https://books.toscrape.com/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,https://books.toscrape.com/media/cache/10/c6/10c61093002db1fec4089d8076678624.jpg,2026-09-11 16:06:30.624968,books.toscrape.com
